SightingFID,Date,SurveyNum,Sighting,SurveyType,Effort,StartTime,EndTime,StartLat,StartLon,HumanInteraction,SightingGroup,SightingNotes,#Boats,#Lines,#CrabPots,Categories Defined?
42483,16-Apr-13,7507,21,Photo-id (Pop Mon),Photo-id (Pop Mon),10:27,10:40,27.44371,-82.69621,0,F250,"Widely dispersed. Milling around sand bar. Very difficult to follow. 1 boat, 1 line, 0 crabpots.",1,1,0,0
42484,16-Apr-13,7507,22,Photo-id (Pop Mon),Photo-id (Pop Mon),11:55,12:13,27.54987,-82.60487,0,"F126,LNPF,CMRS,F162,LNPC,LNCC,TDTC,ULY2,C911,ULY3,LNC2,2313","Dolphins everywhere! Subgroups merging and splitting and merging and splting. Very slow travel. Often not exposing entire dorsal fins when surfacing. 1 boat, 0 lines, 0 crabpots.",1,0,0,0
42485,16-Apr-13,7507,23,Photo-id (Pop Mon),Photo-id (Pop Mon),12:27,12:32,27.5523,-82.57638,0,,"Two dolphins seen rapidly traveling through slow speed zone ~250 m away. 0 boats, 0 lines, 0 crabpots.",0,0,0,0
42486,16-Apr-13,7507,24,Photo-id (Pop Mon),Photo-id (Pop Mon),13:15,13:27,27.5184,-82.61858,0,"RTMW,F215,1494,2151,RTM5","3 boats, 0 lines, 0 crabpots",3,0,0,0
42487,16-Apr-13,7507,25,Photo-id (Pop Mon),Photo-id (Pop Mon),13:35,13:43,27.52587,-82.63831,0,"HIQQ,F102,HUCK,SWYR","5 boats, 0 lines, 2 crabpots.",5,0,2,0
42488,16-Apr-13,7507,26,Photo-id (Pop Mon),Photo-id (Pop Mon),14:09,14:20,27.52626,-82.71353,0,"F228,F220","1 boat, 0 lines, 2 crabpots. Seawall feeding.",1,0,2,0
42489,16-Apr-13,7507,27,Photo-id (Pop Mon),Photo-id (Pop Mon),15:31,15:49,27.38002,-82.59619,0,"IKN2,C835,F171,B053,WENT,F241,1711","Calf leaping repeatedly. 0 boats, 0 lines, 0 crabpots.",0,0,0,0
42491,16-Apr-13,7508,41,Photo-id (Pop Mon),Photo-id (Pop Mon),10:53,11:11,27.09388,-82.46152,0,"FB35,AMVM,MLVN,AMV1","Animals intially seen traveling through group of 12 stand up paddleboards. No interactions either way. Group together then split up. 0 boats, 0 lines, unknown crabpots.",0,0,-999,0
42492,16-Apr-13,7508,42,Photo-id (Pop Mon),Photo-id (Pop Mon),11:14,11:23,27.11131,-82.46996,X,"JETY,SCS1,F264,MLVN",0 = Animal in frame 52 (SCS2?) possibly patrolling jetty. JETY plus other animal rode stern wake of Bob at idle and surfaced close to boat. Fisherman = 7 boats=3 line=7 crabpots=0.,3,7,0,0
42493,16-Apr-13,7508,43,Photo-id (Pop Mon),Photo-id (Pop Mon),12:19,12:23,27.15618,-82.48092,999,,"0 lines, 0 boats, 0 crabpots.",0,0,0,0
42494,16-Apr-13,7508,44,Photo-id (Pop Mon),Photo-id (Pop Mon),13:44,14:02,27.28108,-82.54525,0,FB79,"1 boat, 0 lines, 9 crabpots.",1,0,9,0
42495,17-Apr-13,7509,21,Photo-id (Pop Mon),Photo-id (Pop Mon),9:55,10:37,27.25827,-82.54759,"I,L","FB27,FB44,FB87,F110,SOLB,MPTB,F254,F167,LNLD,C874,1673,F284","SG1: FB87, C874, SOLB, F110. SG2: FB44, Fb27, F254, C277. SG3: MPTB, LNLD, F167, 1673. At the beginning C277 and C874 were together but then split. SG2 and SG3 joined. 5 boats: 4 kayaks (L), 1 private rec (I). 3 lines and 8 crabpots. Brown pelican associa",5,3,8,1
42496,17-Apr-13,7509,22,Photo-id (Pop Mon),Photo-id (Pop Mon),11:26,11:38,27.07139,-82.45258,A,"SCSM,SCS2","0 crabpots, 8 lines, 1 boat. 1 prvate rec boat with 1 line. SCS2 not acting like a calf. Both animals patrolling fishing pier.",1,8,0,1
42497,17-Apr-13,7509,23,Photo-id (Pop Mon),Photo-id (Pop Mon),11:50,11:59,27.10561,-82.46593,0,"AMVM,AMV1","0 boats, 0 lines, 6 crabpots",0,0,6,0
42498,17-Apr-13,7509,24,Photo-id (Pop Mon),Photo-id (Pop Mon),12:03,12:10,27.11125,-82.47041,0,SCS1,"1 boat, 5 lines, 0 crabpots",1,5,0,0
42499,17-Apr-13,7509,25,Photo-id (Pop Mon),Photo-id (Pop Mon),12:13,12:20,27.11241,-82.47013,X,FB35,"May have been patrolling breifly. 0 crabpots, 8 lines, 2 boats (1 private rec boat and 1 jetski).",2,8,0,1
42500,17-Apr-13,7509,26,Photo-id (Pop Mon),Photo-id (Pop Mon),14:05,14:25,27.24971,-82.52695,I,"F252,F264,F221,C935","1 rental boat, 10 private rec boats (1 banging on side of boat to attract dolphin). 0 lines, 2 crabpots, 11 boats.",11,0,2,1
42501,17-Apr-13,7509,27,Photo-id (Pop Mon),Photo-id (Pop Mon),14:55,15:30,27.28543,-82.54937,0,"FB79,F199,F211,C798","0 boats, 0 lines, 2 crabpots. SG1: FB79 mottled skin, C798 200 meters away fish tossing, joined back at 15:27. SG2: F211 and F199.",0,0,2,0
42502,17-Apr-13,7509,28,Photo-id (Pop Mon),Photo-id (Pop Mon),15:55,16:00,27.32265,-82.55434,0,,Initially sighted riding bow and  stern wake of yacht. 1 charter fishing boat and 2 private boats.,3,-999,-999,1
42503,17-Apr-13,7509,29,Photo-id (Pop Mon),Photo-id (Pop Mon),16:22,16:46,27.28269,-82.56757,0,,"3 private baots, 0 lines, 4 crabpots.",3,0,4,0
42504,17-Apr-13,7510,41,Photo-id (Pop Mon),Photo-id (Pop Mon),9:45,9:57,27.43415,-82.645,0,"FB92,F128","1 boat, 4 lines, 0 crabpots. Dolphins avoiding boat.",1,4,0,0
42505,17-Apr-13,7510,42,Photo-id (Pop Mon),Photo-id (Pop Mon),10:29,10:35,27.45213,-82.681,0,"F198,F146,F227","1 crab fisher and 1 other boat. 0 lines, 18 crabpots.",2,0,18,1
42506,17-Apr-13,7510,43,Photo-id (Pop Mon),Photo-id (Pop Mon),11:53,12:03,27.47599,-82.69315,0,"F113,F123,F197,F187,F240,F250,F213,F274,F280,F243,1231","0 boats, 0 lines, 3 crabpots.",0,0,3,0
42507,17-Apr-13,7510,44,Photo-id (Pop Mon),Photo-id (Pop Mon),13:08,13:21,27.44347,-82.68775,L,"FB90,FB11,F155,F133,F270,F245,C114","Captain Kathie following group then left dolphins to view manatees. 9 boats (5 private, 1 tour, 1 jetski, 2 kayaks). 2 lines, 6 crabpots.",9,2,6,1
42508,17-Apr-13,7510,45,Photo-id (Pop Mon),Photo-id (Pop Mon),14:01,14:07,27.42248,-82.65728,0,"FB65,F173,C655","3 boats, 0 lines, 0 crabpots.",3,0,0,0
42509,17-Apr-13,7510,46,Photo-id (Pop Mon),Photo-id (Pop Mon),14:19,14:26,27.40208,-82.63145,0,"F159,F233","0 boats, lines, crabpots",0,0,0,0
42510,17-Apr-13,7510,47,Photo-id (Pop Mon),Photo-id (Pop Mon),15:10,15:35,27.38331,-82.61859,0,"FB25,FB07,F237,F164,FB20,F182,FB02,C834,F276,BOXR,F142,F196,F236,F258,F268,F242,4C4C,F278,F239,C258,DILL,DIL1","1 boat, 0 lines, 0 crabpots. SG1: FB20, F258, FB07, F278. SG2: FB02. F236, 4C4C. SG3: F268, FB25, C258, F196. SG4: F164, F242, HAWK, HWK4. SG5: F182, C834, mom+calf pair. SG6: F276, F142, BOXR.",1,0,0,0
42511,22-Apr-13,7511,21,Photo-id (Pop Mon),Photo-id (Pop Mon),11:50,12:03,27.52411,-82.63953,0,RTM4,"0 boats, 0 lines, 3 crabpots.",0,0,3,0
42512,22-Apr-13,7511,22,Photo-id (Pop Mon),Photo-id (Pop Mon),12:48,13:40,27.54978,-82.58233,0,"F126,LNPF,CMRS,F162,HITS,F141,C991,F148,LNPC,F176,F151,F185,LNCC,F217,F223,F225,C912,2253,1414,1511,CAM1,LNC2,SNRK","2 boats, 2 lines, 3 crabpots. Groups merging and splitting. Initially they were very spread out. Possible that some subgroups joined to form a very large subgroup.",2,2,3,0
42513,22-Apr-13,7511,23,Photo-id (Pop Mon),Photo-id (Pop Mon),15:26,15:31,27.41841,-82.65206,0,"FB33,F282","0 boats, lines, crabpots.",0,0,0,0
42514,22-Apr-13,7511,24,Photo-id (Pop Mon),Photo-id (Pop Mon),15:36,15:40,27.4163,-82.64806,0,F272,"1 boat, 0 lines, 0 crabpots. Very slow travel and very content to stay with boat during sighting.",1,0,0,0
42515,22-Apr-13,7511,25,Photo-id (Pop Mon),Photo-id (Pop Mon),16:01,16:09,27.35785,-82.57662,0,"1315,F266","0 boats, 0 lines, 3 crabpots.",0,0,3,0
42570,13-May-13,7522,21,Focal Follow,Opportunistic,9:02,9:13,27.3071,-82.55775,0,"F108,F194,F125,1253","1 boat (rental), 1 line, 0 crabpots.",1,1,0,1
42610,20-May-13,7528,21,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),9:31,9:47,27.43251,-82.6913,0,"DAFT,F173,STEW,F227,F241,LIZ1,STE2,DAF2,QUIF,CL-5007,CL-5042","SG1: STEW and STE2. SG2: 2 mom and calf pairs. SG3: F227, F173, C654. SG5: 4-6 animals, lost heading N over bar (no photos). 3 boats (2 commercial purse seine boats, one private rec); 3 crabpots, 0 lines.",3,0,3,1
42611,20-May-13,7528,22,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),10:32,10:34,27.52176,-82.74385,0,"F232,4C4C","0 boats, lines, crabpots.",0,0,0,0
42612,20-May-13,7528,23,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:09,11:12,27.54702,-82.71702,0,"MORN,MRN2","0 boats, lines, crabpots.",0,0,0,0
42613,20-May-13,7528,24,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:30,11:38,27.54681,-82.65305,0,F224,"0 boats, lines, crabpots.",0,0,0,0
42614,20-May-13,7528,25,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:49,12:01,27.54562,-82.64671,0,"LNPF,LNPC,LNC2","0 boats, lines, crabpots. 3 generations together.",0,0,0,0
42615,20-May-13,7528,26,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),12:50,12:52,27.51843,-82.61923,0,1494,"0 boats, lines, crabpots.",0,0,0,0
42616,20-May-13,7528,27,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),12:58,13:04,27.51888,-82.61528,0,"F126,HAIR,CMRS,F162,HITS,F141,1494,HLP4,1414","Dolphin from previous sighting joined. 1 private boat, 0 lines, 0 crabpots.",1,0,0,1
42617,20-May-13,7528,28,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),13:50,14:04,27.52713,-82.69926,0,"FB65,FB20,F182,C834,BIKO,F258,C655,BIK2,TMLT,TML1","0 boats, lines, crabpots. SG1: FB20,F258 plus mom/calf pair. SG2: F182, C834, FB65, C655",0,0,0,0
42618,20-May-13,7528,29,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),14:07,14:13,27.52896,-82.70557,0,"F178,F188","Coordinated fish whacking. 1 Rec flat boat cast netting, 0 lines, 0 crabpots.",1,0,0,1
42619,20-May-13,7529,41,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),9:25,9:28,27.24011,-82.53577,0,SCS1,"4 boats, 4 lines, 1 crabpot.",4,4,1,0
42620,20-May-13,7529,42,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),9:45,9:56,27.20532,-82.51275,0,GRGO,"0 lines, boats, crabpots.",0,0,0,0
42621,20-May-13,7529,43,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),10:07,10:12,27.17433,-82.49902,0,"AMVM,AMV1","Fish toss. 1 boat (kayak), 0 lines, 0 crabpots.",1,0,0,1
42622,20-May-13,7529,44,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),10:48,11:03,27.07407,-82.45425,A,SCS2,"SCS2 briefly milling around Sharky's Pier. 2 animals together at start of sighting. SCS2 split off and went south of Sharky's Pier. Could not find second animal afater follinwg SCS2. 1 boat, 7 lines, 2 crabpots.",1,7,2,0
42623,20-May-13,7529,45,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),14:19,14:25,27.29125,-82.56142,0,"F153,FB15","2 boats, 0 lines, 0 crabpots.",2,0,0,0
42624,20-May-13,7529,46,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),14:42,14:49,27.31545,-82.5527,0,"F175,F247","1 boat, 0 lines, 0 crabpots.",1,0,0,0
42625,20-May-13,7529,47,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),14:55,15:03,27.30703,-82.5454,0,"FB79,C798","C798 with boat. C798 errectically surfacing. 4 boats, 0 lines, 0 crabpots.",4,0,0,0
42626,20-May-13,7529,48,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),15:38,16:03,27.33199,-82.55549,0,,"Milling beneath Ringling Bridge. Sproadic, rapid, and infrequent surfaces. Traveled N along OKC grass flats. Very evasive. Frequently changing direction. 4 boats, 0 lines, 0 crabpots.",4,0,0,0
42627,20-May-13,7530,61,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),8:56,9:02,27.40192,-82.57923,0,"FB90,F246,F270","0 boats, 0 lines, 0 crabpots. SG1: F246  SG2: FB90,F270",0,0,0,0
42628,20-May-13,7530,62,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),9:34,9:48,27.42756,-82.63655,0,"FB65,F182,F114,C834,F138,BIKO,C655,BIK2","1 boat, 2 lines, 0 crabpots.",1,2,0,0
42629,20-May-13,7530,63,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),10:19,10:25,27.45992,-82.68999,0,F155,"0 boats, 0 lines, 14 crabpots.",0,0,14,0
42630,20-May-13,7530,64,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),10:36,10:41,27.47584,-82.6926,0,"F197,F250,F243","0 boats, 0 lines, 1 crabpot.",0,0,1,0
42631,20-May-13,7530,65,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),10:47,10:50,27.47951,-82.68351,0,"F179,F209","0 boats, lines, crabpots.",0,0,0,0
42632,20-May-13,7530,66,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:11,11:21,27.47266,-82.64789,0,"F137,F235","0 boats, lines, crabpots.",0,0,0,0
42633,20-May-13,7530,67,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:23,11:31,27.47638,-82.64578,0,"F213,F229,F280","SG1: F280, F213. SG2: F229. 0 boats, lines, crabpots.",0,0,0,0
42634,20-May-13,7530,68,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:38,11:56,27.49211,-82.64892,0,"FB55,F148,F113,F137,F151,F274,F235,C555,1511,1134","SG1: FB55. SG2: F274, F113, 1134. SG3: F137, F235 (joined SG2). 1 boat, 0 lines, 0 crabpots.",1,0,0,0
42635,20-May-13,7530,69,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),12:04,12:11,27.49124,-82.64723,0,"FB55,C555","Small calf size dolphin (C555) playing with catfish. 0 boats, lines, crabpots.",0,0,0,0
42636,20-May-13,7530,70,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),12:54,13:14,27.4901,-82.69788,L,"FB65,FB20,F182,C834,F178,F188,BIKO,F258,C655,BIK2,TMLT,TML1","SG1: F178, F188. SG2: FB65, C655, F182 and C834. SG3: FB20, F258,  and 2 M+C pairs. Private pontoon boat following too close. Parasailing boat drove over group at full speed plus 2 private rec boats. 4 boats, 0 lines, 3 crabpots.",4,0,3,1
42637,20-May-13,7530,71,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),13:41,13:45,27.53635,-82.73184,0,"F198,F146,F165,1651","All lines from city pier. 0 boats, 7 lines, 0 crabpots.",0,7,0,1
42638,20-May-13,7530,72,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),14:14,14:18,27.47954,-82.69765,0,"F148,F113,F151,F197,F217,F243,1511,1134","0 boats, lines, crabpots.",0,0,0,0
42639,20-May-13,7530,73,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),14:22,14:26,27.47248,-82.69334,0,"FB92,F137,F235","0 = kerplunking. 1 boat (private rec), 0 lines, 4 crabpots.",1,0,4,1
42640,20-May-13,7530,74,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),15:35,15:43,27.39047,-82.63197,0,,"2 boats, 0 lines, 0 crabpots.",2,0,0,0
42641,20-May-13,7530,75,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),16:05,16:09,27.35399,-82.60167,0,"F238,F234","1 boat, 0 lines, 0 crabpots.",1,0,0,0
42642,21-May-13,7532,21,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),9:56,10:08,27.49393,-82.71407,0,"HSNS,HSN3,HSN4","1 boat, 0 lines, 0 crabpots.",1,0,0,0
42643,21-May-13,7532,22,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),10:29,10:46,27.56204,-82.74606,0,"SRFR,SHBT","Chasing fish, rapid and sporatic surfacing. Deep diving. 0 boats, lines, crabpots.",0,0,0,0
42644,21-May-13,7532,23,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:08,11:20,27.54985,-82.68243,0,"SLJY,SLJ1","0 boats, lines, crabpots.",0,0,0,0
42645,21-May-13,7532,24,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:33,11:52,27.54738,-82.6497,0,ZOEY,"1 boat, 0 lines, 0 crabpots.",1,0,0,0
42646,21-May-13,7532,25,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),12:10,12:31,27.55073,-82.58022,0,"F126,F162,F141,1494,LNCC,ULY2,C911,1414","SG1: F141, 1414, F162, F126. SG2: ULY2, LNCC, C911, 1494. SG1 travelled S away from original sighting. 0 boats, lines, crabpots.",0,0,0,0
42647,21-May-13,7532,26,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),12:42,12:49,27.55137,-82.59287,0,"HIQQ,F102,P3SP,THRE","0 boats, lines, crabpots.",0,0,0,0
42648,21-May-13,7532,27,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),13:34,13:42,27.53084,-82.65183,0,"HAIR,CMRS,HITS,HLP4","3 boats, 0 lines, 0 crabpots.",3,0,0,0
42649,21-May-13,7532,28,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),14:11,14:21,27.51729,-82.70895,0,F220,"2 boats, 0 lines, 0 crabpots.",2,0,0,0
42650,21-May-13,7533,41,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),9:09,9:11,27.29845,-82.57339,0,"AMVM,AMV1","1 boat, 3 lines, 1 crabpot.",1,3,1,0
42651,21-May-13,7533,42,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),9:14,9:41,27.29967,-82.5724,0,"AMVM,SCS1,OIEA,ZEDC,YOKE,PRF2,B207,AMV1,KRSN,GRGO,J007","1 boat, 3 lines, 3 crabpots. Associated organisms: frigate birds.",1,3,3,0
42652,21-May-13,7533,43,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:18,11:25,27.11186,-82.45924,0,F221,No Comments,-999,-999,-999,0
42653,21-May-13,7533,44,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),12:49,12:55,27.25479,-82.5317,L,F211,Deck boat approached dolphin. 1 rental boat.,2,-999,-999,1
42654,21-May-13,7533,45,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),13:33,13:48,27.30351,-82.54447,L,"FB78,F175,F199,1753,F247,1992","Leaping repeatedly. Deck boat plus two jet skis folloiwng group. 6 boats (all private and rec), 2 lines, 0 crabpots.",6,2,0,1
42655,21-May-13,7533,46,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),13:57,14:02,27.32842,-82.54876,0,"F252,C935","3 boats (one rental, two private/rec), 0 lines, 1 crabpot.",3,0,1,1
42656,21-May-13,7533,47,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),14:10,14:19,27.31582,-82.5544,0,"FB11,F131,F175,F199,F247,C114,1317,1992","3 boats, 0 lines, 0 crabpots.",3,0,0,0
42659,21-May-13,7534,61,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),8:53,8:58,27.3411,-82.55611,0,F266,"0 boats, lines, crabpots.",0,0,0,0
42660,21-May-13,7534,62,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),9:10,9:20,27.37196,-82.56813,0,"FB07,RY34,MPTB","Rapid travel, fast surfacing, difficult to photograph. 0 baots, lines crabpots.",0,0,0,0
42661,21-May-13,7534,63,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),9:32,9:38,27.39642,-82.578,0,F241,"0 boats, lines, crabpots.",0,0,0,0
42662,21-May-13,7534,64,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),9:49,9:59,27.41332,-82.6056,0,"1315,F256","0 boats, lines, crabopts. Least Terns associated",0,0,0,0
42663,21-May-13,7534,65,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),10:37,10:39,27.44588,-82.67132,0,F179,"0 boats, lines, crabpots.",0,0,0,0
42664,21-May-13,7534,66,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),10:43,10:49,27.44608,-82.66952,0,"F179,F209","0 boats, lines, crabpots.",0,0,0,0
42665,21-May-13,7534,67,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:04,11:09,27.45297,-82.68468,0,"F109,1092","2 boats(1 private rec, 1 survey boat), 0 lines, 2 crabpots.",2,0,2,1
42666,21-May-13,7534,68,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:34,11:38,27.48068,-82.68075,0,"FB33,F282","Fish whacking (both animals). 0 boats, lines, crabpots.",0,0,0,0
42667,21-May-13,7534,69,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:59,12:05,27.47967,-82.65766,0,F217,"0 boats, 0 lines, 1 crabpot.",0,0,1,0
42668,21-May-13,7534,70,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),12:11,12:15,27.47858,-82.65035,0,F274,"0 boats, lines, crabpots.",0,0,0,0
42669,21-May-13,7534,71,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),12:18,12:23,27.47495,-82.64828,0,"FB66,FB10,F135","0 boats, lines, crabpots. Associated animals: laughing gull.",0,0,0,0
42670,21-May-13,7534,72,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),12:36,12:38,27.49528,-82.65318,0,"F196,F268","Rapid travel. 1 boat, 0 lines, 0 crabpots.",1,0,0,0
42671,21-May-13,7534,73,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),12:47,13:00,27.50257,-82.65042,0,"FB25,C258","0 boats, 0 lines, 4 crabpots.",0,0,4,0
42672,21-May-13,7534,74,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),13:05,13:15,27.50119,-82.64899,0,"FB54,FB55,C548,C555","Animals all together. FB54 split off to feed. Calves social with N'aia and each other with FB55 nearby. Then calves went back to moms. 0 boats, lines, crabpots.",0,0,0,0
42673,21-May-13,7534,75,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),13:46,13:55,27.4941,-82.6934,0,"F137,FRNG,F235,FRN3","Dolphins swam right past rec boat with 1 line with no interaction. 2 boats, 1 line, 0 crabpots.",2,1,0,1
42674,21-May-13,7534,76,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),14:19,14:50,27.51772,-82.69556,L,"FB65,FB20,F182,FB02,C834,F113,F196,F236,F258,F268,C655,1134,TMLT,TML1","Jejetskis full plane over dolphins. SG1: FB65, C655, F182, C834. SG2: unknown and calf, FB20, F258. SG3: F236, FB02, F113, 1134. Boat in frame 764 = HI - L. 13 boats (  2 jetskis, 7 private recs, 3 rentals, 1 skiff), 0 lines, 3 crabpots.",13,0,3,1
42675,21-May-13,7534,77,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),15:11,15:18,27.46835,-82.69148,0,"F197,F243","Traveled to E side of bridge and started prob feeding under bridge. 1 boat (priavte rec), 0 lines, 0 crabpots.",1,0,0,1
42676,21-May-13,7534,78,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),15:29,15:34,27.44692,-82.68732,0,"F109,F232,1092","0 boats, lines, crabpots.",0,0,0,0
42678,22-May-13,7536,21,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),8:59,9:18,27.29798,-82.5722,0,"FB27,FB44,F153,FB15,F254,F284","SG1: FB44, F254, FB27, C277. SG2: FB15 and F153. Dolphins chasing, fish whacking, and eating mullet. 2 boats, 4 lines, 2 crabpots.",2,4,2,0
42679,22-May-13,7536,22,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),9:54,9:57,27.18085,-82.50103,0,"AMVM,AMV1","2 boats, 2 lines, 0 crabpots.",2,2,0,0
42680,22-May-13,7536,23,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),12:01,12:06,27.22232,-82.50935,0,C935,No Comments,-999,-999,-999,0
42681,22-May-13,7536,24,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),13:41,13:49,27.29129,-82.5617,0,"FB27,FB44,F153,FB15,F254,F284","7 boats: 1 boat stopped to take pictures but didn't harass. , 2 parasail, 2 private boats, 2 jetskis. FB15 and F153 swam by paddleboarders but no interaction.",7,-999,-999,1
42682,22-May-13,7536,25,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),14:23,14:28,27.30551,-82.55412,L,"F123,1231",Parasail boat plowed over dolphins to induce wake riding.,-999,-999,-999,0
42683,22-May-13,7536,26,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),14:34,14:36,27.31234,-82.5419,0,F252,No Comments,-999,-999,-999,1
42684,22-May-13,7537,41,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),8:27,8:34,27.33074,-82.57627,A,F241,"Animal patrolling within 15 m of active fishing line. 1 boat, 1 line, 0 crabpots.",1,1,0,0
42685,22-May-13,7537,42,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),10:09,10:23,27.47507,-82.69274,0,"F148,F228","2 animals seawall feeding in JDC. 1 boat, 0 lines, 0 crabpots.",1,0,0,0
42686,22-May-13,7537,43,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),10:55,11:08,27.4757,-82.64392,0,F229,"Milling/prob feeding over a relatively large area. Moving rather quickly, surfacing very unpredictably, and frequently changing her heading. Very difficult to photograph. 1 boat, 1 line, 0 crabpots.",1,1,0,0
42687,22-May-13,7537,44,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:14,11:19,27.48734,-82.64715,0,F213,"0 boats, 0 lines, 1 crabpot.",0,0,1,0
42688,22-May-13,7537,45,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:28,11:49,27.49538,-82.6523,0,"FB55,F197,C555,F243","SG1: FB55, C555. SG2 F197, 1971. Unknown mom/yoy present at start of sighting, took off rapidly when we approached. Calves and yoy leapt repeatedly. All SG's together initially, split apart, then SG1 and SG2 re-joined at end of sighting.",0,0,0,0
42689,22-May-13,7537,46,Photo-id (Pop Mon/Syn),Photo-id (Pop Mon/Syn),11:57,12:11,27.50115,-82.64917,0,"FB25,C258","1 boat (Challenger), 0 lines, 0 crabpots.",1,0,0,1
